Neighbourhood,Neighbourhood Number,Question Type,Gender,Age Range,Year,Value,Ward
Pollard Meadows,6580,Age & Gender,Men+,85 years and over,2021,10,Sspomitapi Ward
Pollard Meadows,6580,Age & Gender,Men+,90 to 94 years,2021,5,Sspomitapi Ward
Pollard Meadows,6580,Age & Gender,Men+,95 to 99 years,2021,0,Sspomitapi Ward
Pollard Meadows,6580,Age & Gender,Men+,100 years and over,2021,0,Sspomitapi Ward
Potter Greens,4710,Age & Gender,Men+,0 to 4 years,2021,30,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,0 to 14 years,2021,80,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,5 to 9 years,2021,25,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,10 to 14 years,2021,25,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,15 to 19 years,2021,45,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,15 to 64 years,2021,430,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,20 to 24 years,2021,55,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,25 to 29 years,2021,30,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,30 to 34 years,2021,35,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,35 to 39 years,2021,20,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,40 to 44 years,2021,25,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,45 to 49 years,2021,35,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,50 to 54 years,2021,55,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,55 to 59 years,2021,45,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,60 to 64 years,2021,85,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,65 to 69 years,2021,60,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,65 years and over,2021,220,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,70 to 74 years,2021,70,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,75 to 79 years,2021,40,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,80 to 84 years,2021,25,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,85 to 89 years,2021,15,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,85 years and over,2021,25,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,90 to 94 years,2021,5,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,95 to 99 years,2021,0,Nakota Isga Ward
Potter Greens,4710,Age & Gender,Men+,100 years and over,2021,0,Nakota Isga Ward
Prince Charles,3350,Age & Gender,Men+,0 to 4 years,2021,40,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,0 to 14 years,2021,135,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,5 to 9 years,2021,45,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,10 to 14 years,2021,50,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,15 to 19 years,2021,40,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,15 to 64 years,2021,530,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,20 to 24 years,2021,40,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,25 to 29 years,2021,40,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,30 to 34 years,2021,70,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,35 to 39 years,2021,65,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,40 to 44 years,2021,55,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,45 to 49 years,2021,55,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,50 to 54 years,2021,55,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,55 to 59 years,2021,55,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,60 to 64 years,2021,45,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,65 to 69 years,2021,40,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,65 years and over,2021,80,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,70 to 74 years,2021,20,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,75 to 79 years,2021,10,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,80 to 84 years,2021,10,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,85 to 89 years,2021,0,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,85 years and over,2021,0,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,90 to 94 years,2021,0,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,95 to 99 years,2021,0,Anirniq Ward
Prince Charles,3350,Age & Gender,Men+,100 years and over,2021,0,Anirniq Ward
Prince Rupert,1170,Age & Gender,Men+,0 to 4 years,2021,30,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,0 to 14 years,2021,85,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,5 to 9 years,2021,25,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,10 to 14 years,2021,30,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,15 to 19 years,2021,40,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,15 to 64 years,2021,520,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,20 to 24 years,2021,70,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,25 to 29 years,2021,55,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,30 to 34 years,2021,65,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,35 to 39 years,2021,55,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,40 to 44 years,2021,55,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,45 to 49 years,2021,50,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,50 to 54 years,2021,40,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,55 to 59 years,2021,55,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,60 to 64 years,2021,50,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,65 to 69 years,2021,35,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,65 years and over,2021,85,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,70 to 74 years,2021,25,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,75 to 79 years,2021,10,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,80 to 84 years,2021,5,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,85 to 89 years,2021,5,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,85 years and over,2021,10,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,90 to 94 years,2021,5,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,95 to 99 years,2021,0,O-day'min Ward
Prince Rupert,1170,Age & Gender,Men+,100 years and over,2021,0,O-day'min Ward
Queen Alexandra,5330,Age & Gender,Men+,0 to 4 years,2021,80,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,0 to 14 years,2021,200,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,5 to 9 years,2021,70,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,10 to 14 years,2021,50,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,15 to 19 years,2021,70,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,15 to 64 years,2021,2080,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,20 to 24 years,2021,240,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,25 to 29 years,2021,435,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,30 to 34 years,2021,410,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,35 to 39 years,2021,255,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,40 to 44 years,2021,190,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,45 to 49 years,2021,130,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,50 to 54 years,2021,115,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,55 to 59 years,2021,115,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,60 to 64 years,2021,105,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,65 to 69 years,2021,100,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,65 years and over,2021,280,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,70 to 74 years,2021,85,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,75 to 79 years,2021,35,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,80 to 84 years,2021,25,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,85 to 89 years,2021,20,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,85 years and over,2021,30,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,90 to 94 years,2021,10,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,95 to 99 years,2021,0,papastew Ward
Queen Alexandra,5330,Age & Gender,Men+,100 years and over,2021,0,papastew Ward
Queen Mary Park,1180,Age & Gender,Men+,0 to 4 years,2021,255,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,0 to 14 years,2021,495,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,5 to 9 years,2021,155,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,10 to 14 years,2021,85,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,15 to 19 years,2021,135,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,15 to 64 years,2021,3275,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,20 to 24 years,2021,360,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,25 to 29 years,2021,520,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,30 to 34 years,2021,560,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,35 to 39 years,2021,465,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,40 to 44 years,2021,320,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,45 to 49 years,2021,280,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,50 to 54 years,2021,235,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,55 to 59 years,2021,225,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,60 to 64 years,2021,175,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,65 to 69 years,2021,130,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,65 years and over,2021,295,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,70 to 74 years,2021,95,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,75 to 79 years,2021,40,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,80 to 84 years,2021,20,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,85 to 89 years,2021,10,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,85 years and over,2021,15,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,90 to 94 years,2021,5,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,95 to 99 years,2021,5,O-day'min Ward
Queen Mary Park,1180,Age & Gender,Men+,100 years and over,2021,0,O-day'min Ward
Quesnell Heights,4420,Age & Gender,Men+,0 to 4 years,2021,5,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,0 to 14 years,2021,35,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,5 to 9 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,10 to 14 years,2021,20,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,15 to 19 years,2021,5,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,15 to 64 years,2021,105,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,20 to 24 years,2021,15,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,25 to 29 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,30 to 34 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,35 to 39 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,40 to 44 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,45 to 49 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,50 to 54 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,55 to 59 years,2021,15,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,60 to 64 years,2021,20,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,65 to 69 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,65 years and over,2021,40,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,70 to 74 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,75 to 79 years,2021,5,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,80 to 84 years,2021,10,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,85 to 89 years,2021,5,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,85 years and over,2021,5,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,90 to 94 years,2021,0,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,95 to 99 years,2021,0,sipiwiyiniwak Ward
Quesnell Heights,4420,Age & Gender,Men+,100 years and over,2021,0,sipiwiyiniwak Ward
Ramsay Heights,5340,Age & Gender,Men+,0 to 4 years,2021,80,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,0 to 14 years,2021,275,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,5 to 9 years,2021,100,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,10 to 14 years,2021,95,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,15 to 19 years,2021,85,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,15 to 64 years,2021,990,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,20 to 24 years,2021,100,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,25 to 29 years,2021,100,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,30 to 34 years,2021,95,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,35 to 39 years,2021,115,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,40 to 44 years,2021,95,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,45 to 49 years,2021,95,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,50 to 54 years,2021,80,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,55 to 59 years,2021,105,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,60 to 64 years,2021,105,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,65 to 69 years,2021,115,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,65 years and over,2021,350,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,70 to 74 years,2021,100,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,75 to 79 years,2021,65,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,80 to 84 years,2021,40,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,85 to 89 years,2021,20,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,85 years and over,2021,30,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,90 to 94 years,2021,10,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,95 to 99 years,2021,0,pihêsiwin Ward
Ramsay Heights,5340,Age & Gender,Men+,100 years and over,2021,0,pihêsiwin Ward
Rapperswill,3370,Age & Gender,Men+,0 to 4 years,2021,200,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,0 to 14 years,2021,535,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,5 to 9 years,2021,200,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,10 to 14 years,2021,135,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,15 to 19 years,2021,110,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,15 to 64 years,2021,1210,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,20 to 24 years,2021,95,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,25 to 29 years,2021,85,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,30 to 34 years,2021,195,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,35 to 39 years,2021,205,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,40 to 44 years,2021,180,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,45 to 49 years,2021,155,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,50 to 54 years,2021,85,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,55 to 59 years,2021,60,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,60 to 64 years,2021,45,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,65 to 69 years,2021,25,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,65 years and over,2021,55,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,70 to 74 years,2021,20,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,75 to 79 years,2021,5,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,80 to 84 years,2021,5,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,85 to 89 years,2021,5,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,85 years and over,2021,5,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,90 to 94 years,2021,0,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,95 to 99 years,2021,0,Anirniq Ward
Rapperswill,3370,Age & Gender,Men+,100 years and over,2021,0,Anirniq Ward
Rhatigan Ridge,5350,Age & Gender,Men+,0 to 4 years,2021,55,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,0 to 14 years,2021,255,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,5 to 9 years,2021,95,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,10 to 14 years,2021,110,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,15 to 19 years,2021,85,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,15 to 64 years,2021,860,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,20 to 24 years,2021,80,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,25 to 29 years,2021,50,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,30 to 34 years,2021,60,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,35 to 39 years,2021,75,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,40 to 44 years,2021,90,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,45 to 49 years,2021,90,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,50 to 54 years,2021,80,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,55 to 59 years,2021,115,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,60 to 64 years,2021,135,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,65 to 69 years,2021,150,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,65 years and over,2021,420,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,70 to 74 years,2021,130,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,75 to 79 years,2021,60,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,80 to 84 years,2021,50,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,85 to 89 years,2021,20,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,85 years and over,2021,35,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,90 to 94 years,2021,10,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,95 to 99 years,2021,0,pihêsiwin Ward
Rhatigan Ridge,5350,Age & Gender,Men+,100 years and over,2021,0,pihêsiwin Ward
Richfield,6600,Age & Gender,Men+,0 to 4 years,2021,130,Karhiio Ward
Richfield,6600,Age & Gender,Men+,0 to 14 years,2021,455,Karhiio Ward
Richfield,6600,Age & Gender,Men+,5 to 9 years,2021,160,Karhiio Ward
Richfield,6600,Age & Gender,Men+,10 to 14 years,2021,165,Karhiio Ward
Richfield,6600,Age & Gender,Men+,15 to 19 years,2021,135,Karhiio Ward
Richfield,6600,Age & Gender,Men+,15 to 64 years,2021,1065,Karhiio Ward
Richfield,6600,Age & Gender,Men+,20 to 24 years,2021,135,Karhiio Ward
Richfield,6600,Age & Gender,Men+,25 to 29 years,2021,85,Karhiio Ward
Richfield,6600,Age & Gender,Men+,30 to 34 years,2021,95,Karhiio Ward
Richfield,6600,Age & Gender,Men+,35 to 39 years,2021,120,Karhiio Ward
Richfield,6600,Age & Gender,Men+,40 to 44 years,2021,110,Karhiio Ward
Richfield,6600,Age & Gender,Men+,45 to 49 years,2021,110,Karhiio Ward
Richfield,6600,Age & Gender,Men+,50 to 54 years,2021,90,Karhiio Ward
Richfield,6600,Age & Gender,Men+,55 to 59 years,2021,95,Karhiio Ward
Richfield,6600,Age & Gender,Men+,60 to 64 years,2021,85,Karhiio Ward
Richfield,6600,Age & Gender,Men+,65 to 69 years,2021,55,Karhiio Ward
Richfield,6600,Age & Gender,Men+,65 years and over,2021,180,Karhiio Ward
Richfield,6600,Age & Gender,Men+,70 to 74 years,2021,50,Karhiio Ward
Richfield,6600,Age & Gender,Men+,75 to 79 years,2021,35,Karhiio Ward
Richfield,6600,Age & Gender,Men+,80 to 84 years,2021,30,Karhiio Ward
Richfield,6600,Age & Gender,Men+,85 to 89 years,2021,10,Karhiio Ward
Richfield,6600,Age & Gender,Men+,85 years and over,2021,15,Karhiio Ward
Richfield,6600,Age & Gender,Men+,90 to 94 years,2021,5,Karhiio Ward
Richfield,6600,Age & Gender,Men+,95 to 99 years,2021,0,Karhiio Ward
Richfield,6600,Age & Gender,Men+,100 years and over,2021,0,Karhiio Ward
Richford,5451,Age & Gender,Men+,0 to 4 years,2021,15,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,0 to 14 years,2021,45,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,5 to 9 years,2021,15,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,10 to 14 years,2021,15,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,15 to 19 years,2021,20,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,15 to 64 years,2021,240,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,20 to 24 years,2021,20,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,25 to 29 years,2021,20,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,30 to 34 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,35 to 39 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,40 to 44 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,45 to 49 years,2021,15,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,50 to 54 years,2021,30,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,55 to 59 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,60 to 64 years,2021,35,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,65 to 69 years,2021,40,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,65 years and over,2021,115,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,70 to 74 years,2021,35,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,75 to 79 years,2021,20,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,80 to 84 years,2021,15,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,85 to 89 years,2021,10,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,85 years and over,2021,10,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,90 to 94 years,2021,5,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,95 to 99 years,2021,5,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Age & Gender,Men+,100 years and over,2021,0,Ipiihkoohkanipiaohtsi Ward
Rideau Park,5360,Age & Gender,Men+,0 to 4 years,2021,35,papastew Ward
Rideau Park,5360,Age & Gender,Men+,0 to 14 years,2021,110,papastew Ward
Rideau Park,5360,Age & Gender,Men+,5 to 9 years,2021,45,papastew Ward
Rideau Park,5360,Age & Gender,Men+,10 to 14 years,2021,35,papastew Ward
Rideau Park,5360,Age & Gender,Men+,15 to 19 years,2021,30,papastew Ward
Rideau Park,5360,Age & Gender,Men+,15 to 64 years,2021,495,papastew Ward
Rideau Park,5360,Age & Gender,Men+,20 to 24 years,2021,30,papastew Ward
Rideau Park,5360,Age & Gender,Men+,25 to 29 years,2021,50,papastew Ward
Rideau Park,5360,Age & Gender,Men+,30 to 34 years,2021,65,papastew Ward
Rideau Park,5360,Age & Gender,Men+,35 to 39 years,2021,55,papastew Ward
Rideau Park,5360,Age & Gender,Men+,40 to 44 years,2021,55,papastew Ward
Rideau Park,5360,Age & Gender,Men+,45 to 49 years,2021,35,papastew Ward
Rideau Park,5360,Age & Gender,Men+,50 to 54 years,2021,40,papastew Ward
Rideau Park,5360,Age & Gender,Men+,55 to 59 years,2021,55,papastew Ward
Rideau Park,5360,Age & Gender,Men+,60 to 64 years,2021,65,papastew Ward
Rideau Park,5360,Age & Gender,Men+,65 to 69 years,2021,35,papastew Ward
Rideau Park,5360,Age & Gender,Men+,65 years and over,2021,200,papastew Ward
Rideau Park,5360,Age & Gender,Men+,70 to 74 years,2021,40,papastew Ward
Rideau Park,5360,Age & Gender,Men+,75 to 79 years,2021,45,papastew Ward
Rideau Park,5360,Age & Gender,Men+,80 to 84 years,2021,25,papastew Ward
Rideau Park,5360,Age & Gender,Men+,85 to 89 years,2021,35,papastew Ward
Rideau Park,5360,Age & Gender,Men+,85 years and over,2021,60,papastew Ward
Rideau Park,5360,Age & Gender,Men+,90 to 94 years,2021,15,papastew Ward
Rideau Park,5360,Age & Gender,Men+,95 to 99 years,2021,5,papastew Ward
Rideau Park,5360,Age & Gender,Men+,100 years and over,2021,0,papastew Ward
Rio Terrace,4430,Age & Gender,Men+,0 to 4 years,2021,45,sipiwiyiniwak Ward
Rio Terrace,4430,Age & Gender,Men+,0 to 14 years,2021,130,sipiwiyiniwak Ward
Rio Terrace,4430,Age & Gender,Men+,5 to 9 years,2021,40,sipiwiyiniwak Ward
Rio Terrace,4430,Age & Gender,Men+,10 to 14 years,2021,50,sipiwiyiniwak Ward
Rio Terrace,4430,Age & Gender,Men+,15 to 19 years,2021,45,sipiwiyiniwak Ward
