Neighbourhood,Neighbourhood Number,Question Type,Gender,Characteristic,Year,Value,Ward
Bergman,2090,Visible Minority,Women+,Latin American,2021,10,Métis Ward
Bergman,2090,Visible Minority,Women+,Multiple visible minorities,2021,0,Métis Ward
Bergman,2090,Visible Minority,Women+,Not a visible minority,2021,580,Métis Ward
Bergman,2090,Visible Minority,Women+,South Asian,2021,25,Métis Ward
Bergman,2090,Visible Minority,Women+,Southeast Asian,2021,35,Métis Ward
Bergman,2090,Visible Minority,Women+,Total visible minority population,2021,180,Métis Ward
Bergman,2090,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Métis Ward
Bergman,2090,Visible Minority,Women+,West Asian,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Arab,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Black,2021,55,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Chinese,2021,25,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Filipino,2021,30,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Japanese,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Korean,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Latin American,2021,30,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Multiple visible minorities,2021,25,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Not a visible minority,2021,1340,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,South Asian,2021,35,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Southeast Asian,2021,25,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,Total visible minority population,2021,230,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Men+,West Asian,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Arab,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Black,2021,95,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Chinese,2021,55,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Filipino,2021,55,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Japanese,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Korean,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Latin American,2021,55,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Multiple visible minorities,2021,50,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Not a visible minority,2021,2740,Métis Ward
Beverly Heights,2100,Visible Minority,Total,South Asian,2021,90,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Southeast Asian,2021,35,Métis Ward
Beverly Heights,2100,Visible Minority,Total,Total visible minority population,2021,460,Métis Ward
Beverly Heights,2100,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Total,West Asian,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Arab,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Black,2021,40,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Chinese,2021,30,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Filipino,2021,30,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Japanese,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Korean,2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Latin American,2021,30,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Multiple visible minorities,2021,30,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Not a visible minority,2021,1400,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,South Asian,2021,55,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Southeast Asian,2021,15,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,Total visible minority population,2021,225,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Métis Ward
Beverly Heights,2100,Visible Minority,Women+,West Asian,2021,0,Métis Ward
Bisset,6030,Visible Minority,Men+,Arab,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Black,2021,75,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Chinese,2021,30,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Filipino,2021,140,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Japanese,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Korean,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Latin American,2021,70,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Multiple visible minorities,2021,60,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Not a visible minority,2021,805,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,South Asian,2021,755,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Southeast Asian,2021,10,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,Total visible minority population,2021,1150,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Men+,West Asian,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Arab,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Black,2021,155,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Chinese,2021,60,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Filipino,2021,290,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Japanese,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Korean,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Latin American,2021,145,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Multiple visible minorities,2021,95,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Not a visible minority,2021,1690,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,South Asian,2021,1500,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Southeast Asian,2021,25,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,Total visible minority population,2021,2285,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,"Visible minority, n.i.e.",2021,10,Sspomitapi Ward
Bisset,6030,Visible Minority,Total,West Asian,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Arab,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Black,2021,80,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Chinese,2021,30,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Filipino,2021,145,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Japanese,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Korean,2021,0,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Latin American,2021,75,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Multiple visible minorities,2021,35,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Not a visible minority,2021,890,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,South Asian,2021,740,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Southeast Asian,2021,20,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,Total visible minority population,2021,1130,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,"Visible minority, n.i.e.",2021,10,Sspomitapi Ward
Bisset,6030,Visible Minority,Women+,West Asian,2021,0,Sspomitapi Ward
Blackburne,5590,Visible Minority,Men+,Arab,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Black,2021,55,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Chinese,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Filipino,2021,15,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Korean,2021,20,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Latin American,2021,15,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Multiple visible minorities,2021,10,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Not a visible minority,2021,485,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,South Asian,2021,30,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Southeast Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,Total visible minority population,2021,220,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Men+,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Arab,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Black,2021,110,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Chinese,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Filipino,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Korean,2021,55,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Latin American,2021,20,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Multiple visible minorities,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Not a visible minority,2021,945,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,South Asian,2021,70,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Southeast Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,Total visible minority population,2021,475,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Total,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Arab,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Black,2021,55,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Chinese,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Filipino,2021,15,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Korean,2021,30,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Latin American,2021,10,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Multiple visible minorities,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Not a visible minority,2021,455,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,South Asian,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Southeast Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,Total visible minority population,2021,260,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Visible Minority,Women+,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Arab,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Black,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Chinese,2021,165,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Filipino,2021,60,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Korean,2021,45,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Latin American,2021,20,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Multiple visible minorities,2021,10,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Not a visible minority,2021,725,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,South Asian,2021,200,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Southeast Asian,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,Total visible minority population,2021,615,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,"Visible minority, n.i.e.",2021,10,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Men+,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Arab,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Black,2021,75,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Chinese,2021,310,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Filipino,2021,125,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Japanese,2021,15,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Korean,2021,110,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Latin American,2021,40,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Multiple visible minorities,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Not a visible minority,2021,1525,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,South Asian,2021,405,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Southeast Asian,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,Total visible minority population,2021,1270,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,"Visible minority, n.i.e.",2021,10,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Total,West Asian,2021,15,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Arab,2021,40,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Black,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Chinese,2021,145,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Filipino,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Japanese,2021,10,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Korean,2021,60,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Latin American,2021,30,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Multiple visible minorities,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Not a visible minority,2021,800,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,South Asian,2021,205,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Southeast Asian,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,Total visible minority population,2021,655,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Visible Minority,Women+,West Asian,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Arab,2021,120,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Black,2021,140,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Chinese,2021,130,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Filipino,2021,145,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Japanese,2021,20,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Korean,2021,50,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Latin American,2021,55,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Multiple visible minorities,2021,20,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Not a visible minority,2021,1105,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,South Asian,2021,460,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Southeast Asian,2021,30,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,Total visible minority population,2021,1225,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,"Visible minority, n.i.e.",2021,15,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Men+,West Asian,2021,40,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Arab,2021,215,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Black,2021,365,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Chinese,2021,305,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Filipino,2021,300,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Japanese,2021,25,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Korean,2021,70,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Latin American,2021,115,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Multiple visible minorities,2021,55,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Not a visible minority,2021,2190,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,South Asian,2021,845,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Southeast Asian,2021,80,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,Total visible minority population,2021,2460,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,"Visible minority, n.i.e.",2021,25,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Total,West Asian,2021,50,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Arab,2021,90,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Black,2021,225,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Chinese,2021,170,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Filipino,2021,155,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Japanese,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Korean,2021,15,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Latin American,2021,60,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Multiple visible minorities,2021,30,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Not a visible minority,2021,1090,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,South Asian,2021,385,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Southeast Asian,2021,50,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,Total visible minority population,2021,1230,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,"Visible minority, n.i.e.",2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Visible Minority,Women+,West Asian,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Arab,2021,55,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Black,2021,65,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Chinese,2021,45,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Filipino,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Korean,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Latin American,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Multiple visible minorities,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Not a visible minority,2021,375,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,South Asian,2021,150,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Southeast Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,Total visible minority population,2021,355,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Men+,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Arab,2021,100,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Black,2021,130,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Chinese,2021,115,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Filipino,2021,30,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Korean,2021,15,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Latin American,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Multiple visible minorities,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Not a visible minority,2021,695,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,South Asian,2021,270,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Southeast Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,Total visible minority population,2021,695,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Total,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Arab,2021,45,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Black,2021,70,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Chinese,2021,70,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Filipino,2021,20,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Japanese,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Korean,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Latin American,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Multiple visible minorities,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Not a visible minority,2021,320,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,South Asian,2021,120,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Southeast Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,Total visible minority population,2021,340,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Visible Minority,Women+,West Asian,2021,0,Ipiihkoohkanipiaohtsi Ward
Bonnie Doon,6040,Visible Minority,Men+,Arab,2021,55,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Black,2021,50,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Chinese,2021,50,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Filipino,2021,20,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Japanese,2021,10,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Korean,2021,35,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Latin American,2021,55,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Multiple visible minorities,2021,30,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Not a visible minority,2021,1985,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,South Asian,2021,65,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Southeast Asian,2021,35,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,Total visible minority population,2021,405,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Métis Ward
Bonnie Doon,6040,Visible Minority,Men+,West Asian,2021,0,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Arab,2021,85,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Black,2021,110,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Chinese,2021,135,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Filipino,2021,60,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Japanese,2021,25,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Korean,2021,60,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Latin American,2021,145,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Multiple visible minorities,2021,60,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Not a visible minority,2021,3920,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,South Asian,2021,130,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Southeast Asian,2021,70,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,Total visible minority population,2021,890,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Métis Ward
Bonnie Doon,6040,Visible Minority,Total,West Asian,2021,15,Métis Ward
